time,para_id,X,Y,X_lpf,Y_lpf,para_id,Vx,Vy,Vx_lpf,Vy_lpf,V,V_lpf,V_lpf2
0.0,0,6667.356,1027.364,6667.3550414783485,1027.363281881119,,,,,,,,
0.03336666666666667,0,6668.029,1021.322,6668.104690303519,1019.9168733902188,0.0,20.16538,-181.07869,22.466997757369022,-223.16908564136583,182.19806,224.29713946957258,224.3113786202229
0.06673333333333334,0,6667.9277,1012.9748,6667.604751270925,1014.3369887966912,0.0,-3.0291975,-250.1667,-14.983187790052112,-167.22930849733052,250.18504,167.89918861283192,164.2727365562166
0.10010000000000001,0,6666.2036,1010.8385,6666.768681826668,1010.6627771667194,0.0,-51.67196,-64.02472,-25.057026301387065,-110.11623266648945,82.27488,112.93112619525603,114.92319160834032
0.13346666666666668,0,6667.906,1007.13617,6667.272346929183,1006.5368634068811,0.0,51.01344,-110.958984,15.0948582172264,-123.65375903611069,122.123985,124.57169368824802,126.533028926339
0.16683333333333333,0,6668.3022,999.1007,6668.916345163365,999.2424350859349,0.0,11.882648,-240.82301,49.27067634910215,-218.61423539299543,241.116,224.09770963658238,220.16224033191656
0.20020000000000002,0,6670.4824,988.27875,6669.997488744313,989.026768275318,0.0,65.339935,-324.33447,32.40190552292501,-306.1638404780284,330.85065,307.87364404536515,310.753333617231
0.23356666666666667,0,6669.8193,980.4282,6669.881564994531,979.6416592429921,0.0,-19.872705,-235.28047,-3.4742382552128483,-281.2719989708058,236.11826,281.29345484117994,282.77709096493567
0.26693333333333336,0,6669.1206,974.5019,6669.61517940636,974.3775951029484,0.0,-20.940973,-177.6123,-7.983584061069929,-157.7641600412706,178.84254,157.96603371607395,153.4000366884422
0.3003,0,6670.6455,970.98944,6669.975102601866,971.7400913513625,0.0,45.70137,-105.268265,10.786908956219918,-79.04606648109537,114.76072,79.77868155693929,79.42741039937873
0.33366666666666667,0,6670.1226,967.0808,6670.37768838171,966.7662192218013,0.0,-15.672804,-117.14177,12.065507887439468,-149.06709679004555,118.18558,149.55459145741622,155.96230347204605
0.3670333333333333,0,6669.7974,957.53595,6670.177984436261,957.4187014868149,0.0,-9.746113,-286.05975,-5.985133230241955,-280.1453866629277,286.2257,280.2093137072803,279.3791043954776
0.40040000000000003,0,6670.6523,948.2918,6669.928286592117,947.4847572769348,0.0,25.62379,-277.04718,-7.483451872449532,-297.7206056907126,278.2296,297.8146421933818,289.889146445007
0.4337666666666667,0,6669.993,938.8202,6670.547775446372,941.0272636514857,0.0,-19.755634,-283.8647,18.56609952812176,-193.53127748598882,284.5513,194.41979173182685,196.91898867962075
0.46713333333333334,0,6671.7847,938.43884,6671.799405694068,936.3793042475589,0.0,53.691425,-11.429001,37.511396034847685,-139.29948263516684,54.894363,144.261743698419,151.49542322034742
0.5005000000000001,0,6673.144,928.43536,6672.448546323007,929.1731852319454,0.0,40.74051,-299.80457,19.45476410405895,-215.9676028655419,302.56003,216.84209308580517,215.79687788070115
0.5338666666666667,0,6670.7266,920.00574,6671.9365807619415,919.2324832303102,0.0,-72.451965,-252.63615,-15.343623208745857,-297.9231369121422,262.81992,298.3179885302644,288.7431918202261
0.5672333333333334,0,6672.651,907.44226,6671.23695292954,910.0695808126031,0.0,57.67182,-376.52777,-20.967867104935486,-274.6124600711411,380.91888,275.41179110062495,277.6994909314099
0.6006,0,6670.34,906.7323,6671.659357015895,903.12144796596,0.0,-69.261795,-21.27755,12.659463127511026,-208.2357496496448,72.456406,208.62020381263736,219.23181764638832
0.6339666666666667,0,6674.2383,894.9987,6673.139120948998,896.97972246939,0.0,116.83629,-351.6558,44.34856942368553,-184.06769719989893,370.55704,189.33492219450994,184.19086408020559
0.6673333333333333,0,6673.2744,890.4402,6674.269231137861,891.0040464955764,0.0,-28.887129,-136.61935,33.869436229660344,-179.0911880263823,139.63994,182.2657190456177,174.35889639894634
0.7007,0,6675.057,887.0414,6674.027025396622,885.3844980061472,0.0,53.428017,-101.86225,-7.2589133238629024,-168.4180366462308,115.02378,168.57439571422017,173.85644822311036
0.7340666666666666,0,6672.0884,877.6529,6672.969567734098,878.8433116215483,0.0,-88.973526,-281.3733,-31.692037837883007,-196.03955198597978,295.10544,198.58472047260202,203.42423242417232
0.7674333333333333,0,6672.788,870.6602,6672.501433777903,870.3784042962255,0.0,20.970242,-209.57071,-14.029988697147855,-253.69352623344963,210.61726,254.08117961707453,251.14390008704214
0.8008000000000001,0,6673.675,862.90497,6673.228630822634,862.2951544275934,0.0,26.574987,-232.42505,21.794117224703154,-242.2552408181464,233.93938,243.23360222112035,239.00135758091977
0.8341666666666667,0,6673.6265,856.30884,6674.268884450362,857.5519483486604,0.0,-1.4487466,-197.68622,31.17643239943777,-142.1540283396499,197.69153,145.53260016349154,147.21000192066091
0.8675333333333334,0,6674.3223,855.36273,6674.257680386177,854.4744751132841,0.0,20.85317,-28.354824,-0.3357861394172366,-92.23196509619162,35.19731,92.232576337412,97.06693976400044
0.9009,0,6673.838,848.4801,6673.074562478742,847.8542903335,0.0,-14.516733,-206.27261,-35.45807914388451,-198.40713625726735,206.78279,201.5506563977995,197.36223282613417
0.9342666666666667,0,6670.9697,834.1515,6672.223539341082,836.1767376194441,0.0,-85.95896,-429.42896,-25.505188940870436,-349.9766048168595,437.9477,350.904742889072,349.9956097477286
0.9676333333333333,0,6674.411,826.66925,6672.98569464361,824.8951312217314,0.0,103.139046,-224.24292,22.841817258590385,-338.1100818495321,246.82494,338.8807696874701,342.53206408288247
1.0010000000000001,0,6673.2344,820.0775,6674.656994654409,820.1017959129673,0.0,-35.267467,-197.55452,50.088911412539595,-143.65640286006249,200.67781,152.13829606376498,151.3824416684697
1.0343666666666667,0,6676.464,818.5095,6675.629353975138,819.7810295445468,0.0,96.78798,-46.9928,29.141637983888607,-9.613377674941557,107.59292,30.68635029952379,22.97574022278955
1.0677333333333334,0,6676.342,815.4268,6675.745784216781,814.6799160525171,0.0,-3.6584508,-92.38869,3.4894178314790403,-152.88052423665255,92.46109,152.92034111810094,165.10841996175367
1.1011,0,6674.2363,800.22125,6676.122903692841,799.8336588524946,0.0,-63.10096,-455.71127,11.302281999779407,-444.9427732274469,460.05923,445.0862984026062,441.76518486891104
1.1344666666666667,0,6678.691,782.34955,6677.006735818662,782.3810954050831,0.0,133.5042,-535.6155,26.48847529932603,-523.0538495727733,552.003,523.7241343270141,514.2303938938882
1.1678333333333333,0,6677.2554,771.96185,6677.532429123772,773.5943915901094,0.0,-43.023384,-311.31955,15.755044109206032,-263.3377766725399,314.27832,263.8086542130859,277.38655526913146
1.2012,0,6676.911,777.01495,6677.428915081133,774.3960871016388,0.0,-10.316832,151.44157,-3.102318960218481,24.026838507377253,151.79259,24.226294631877106,9.630720032178179
