time,para_id,X,Y,X_lpf,Y_lpf,para_id,Vx,Vy,Vx_lpf,Vy_lpf,V,V_lpf,V_lpf2
0.0,1,3795.4888,4862.437,3795.488074019438,4862.4368581204135,,,,,,,,
0.03336666666666667,1,3795.0715,4870.526,3795.820648173637,4868.0709341179045,0.0,-12.504585,242.42358,9.96725736859952,168.85342649823122,242.74586,169.1473495495731,169.14859505415575
0.06673333333333334,1,3796.3003,4870.2915,3795.5361274287143,4871.639180238042,0.0,36.825966,-7.0242257,-8.527095252428627,106.94044316097006,37.489883,107.27986640981922,106.9380944151076
0.10010000000000001,1,3794.3474,4872.086,3794.6915563749635,4873.6094460993845,0.0,-58.527897,53.77923,-25.31181979273035,59.04892691335687,79.484085,64.24534217232107,65.22947590633378
0.13346666666666668,1,3794.384,4877.391,3794.234418444187,4875.528628914027,0.0,1.0975353,158.99628,-13.70043748580314,57.51796647279401,159.00006,59.1271380540937,57.82028612686465
0.16683333333333333,1,3794.8374,4878.8027,3794.8961111854023,4878.165008872829,0.0,13.587486,42.306328,19.830951285168428,79.01238637769838,44.434727,81.46302124260687,82.07358759620564
0.20020000000000002,1,3795.5425,4879.5933,3795.9391877073167,4881.759487113236,0.0,21.131212,23.692127,31.26103462280836,107.72662059160986,31.746574,112.17074961761236,112.94216324152065
0.23356666666666667,1,3796.8591,4886.502,3796.0410942606554,4885.65181667696,0.0,39.460052,207.05368,3.054142457703956,116.65323367804677,210.78026,116.69320765878764,114.73977054844185
0.26693333333333336,1,3794.8794,4888.47,3795.216597928934,4887.867103864726,0.0,-59.332756,58.98886,-24.71017977187456,66.39222340957282,83.66637,70.84151546674441,73.07367060478974
0.3003,1,3793.8003,4888.0967,3794.6005482887263,4887.56596455761,0.0,-32.340706,-11.1948595,-18.46302618004857,-9.025154059435572,34.223473,20.550833110161378,19.72579199782038
0.33366666666666667,1,3795.9414,4884.3604,3794.67156610479,4887.078292405945,0.0,64.16923,-111.97787,2.128406075840743,-14.615549000943368,129.06096,14.769711744738029,12.622256088932449
0.3670333333333333,1,3794.504,4892.144,3795.0430741441487,4889.416931000965,0.0,-43.081917,233.27747,11.1341070736831,70.08906878181224,237.22232,70.96792164795195,75.26000478704363
0.40040000000000003,1,3795.0518,4894.2085,3795.4698555502737,4894.846589358009,0.0,16.419128,61.871723,12.790651532216994,162.72702368763208,64.01326,163.2289343371872,159.62185396938662
0.4337666666666667,1,3796.3345,4900.517,3795.6931912442387,4901.067186293013,0.0,38.443,189.06874,6.693377441510134,186.43147657355615,192.93742,186.55159275377665,187.90699613613998
0.46713333333333334,1,3794.7664,4905.343,3795.0856250052398,4905.545645301662,0.0,-46.99646,144.62589,-18.20877839157753,134.21955070876797,152.0701,135.44905833182125,136.67037436149323
0.5005000000000001,1,3793.8052,4907.912,3793.841542456385,4907.475619571687,0.0,-28.806643,77.003075,-37.285191274368096,57.84138671403637,82.21494,68.81723261922785,63.785545743725926
0.5338666666666667,1,3793.8672,4910.1157,3793.4564306420843,4908.558395459356,0.0,1.8584931,66.04236,-11.541812616403742,32.45082580425086,66.068504,34.44226377359668,42.33775758823589
0.5672333333333334,1,3793.84,4907.798,3794.5333551880676,4911.219484393332,0.0,-0.8121761,-69.46667,32.275460918579654,79.7529151041853,69.47141,86.03622984023737,81.74062553027403
0.6006,1,3795.8032,4917.47,3795.3868403185165,4915.526921776658,0.0,58.83521,289.881,25.57897493852897,129.09402747230865,295.79144,131.6037685171936,127.21085893170256
0.6339666666666667,1,3794.714,4921.1484,3794.4793030026726,4919.367343305759,0.0,-32.640697,110.23644,-27.198920554762555,115.09754832470978,114.96734,118.26760718685057,126.16549947166247
0.6673333333333333,1,3792.5364,4918.2085,3792.8373606447417,4921.566173500635,0.0,-65.26676,-88.11013,-49.209061676251636,65.899006839437,109.6501,82.24482265456777,80.4512910507662
0.7007,1,3791.8418,4924.045,3792.225640110814,4922.81721505283,0.0,-20.816586,174.91786,-18.333282735100013,37.49375281302775,176.15218,41.735964776791036,37.90934431472578
0.7340666666666666,1,3793.1726,4925.4277,3792.448727098281,4924.1944562558465,0.0,39.88443,41.442932,6.6859237003100915,41.275960130368766,57.517685,41.81395054775571,40.8851386504662
